id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
437,1,55,28,4,2,1,5,1,1,1,1,0,,0,0,0,0,1,0,0,0,,0,13,0,0,0,0,998,3,0,998,3,0,2500,1,99,.a,,,,,,,,,2,5,2,1,2,2,2,1,2,1,1,0,1,1,0,1,0,0,4,0,1,0,5,8,1,2,0,0,3,0,3150,,3,3,4,4,77374.25558443298,.93558216,35680.73,.95527107,77374.25558448707,.93558216,31223.596,.95527118
91,0,48,24,4,4,2,7,0,0,0,,,,,,,,,,,,,0,10,-1,-100,0,0,998,2,0,998,2,0,18000,1,1,9311,1,0,,,,,,,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,1,0,1,0,,25000,,3,3,3,4,75088.68895295204,.90794587,35259.152,.94398427,75088.68895300453,.90794587,30854.68,.94398439
438,0,52,16,2,2,1,8,3,1,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,3,0,998,3,0,4000,1,1,9111,1,0,,,,,,,2,1,1,2,2,2,3,2,3,2,1,0,0,1,1,1,0,0,4,0,0,0,5,3,1,3,2,1,1,4,3000,,5,3,4,4,95250.74330873076,1.1517383,43827.539,1.1733835,95250.74330879735,1.1517383,38352.727,1.1733836
439,1,47,16,3,3,1,9,3,3,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,2,1,999,1,0,5000,0,,,,,9,.a,,,,,2,2,2,1,1,0,0,0,3,9,1,1,1,9,9,1,1,1,4,0,0,0,4,3,1,3,1,0,1,2,2000,,2,3,3,4,80132.96294859095,.96893942,36871.422,.98714918,80132.96294864696,.96893942,32265.551,.9871493
440,1,53,16,2,3,2,10,3,1,0,,,,,,,,,,,,,1,,-1,999,0,0,998,3,0,998,3,0,4000,1,1,5116,1,1,,,,,,,3,3,3,2,1,1,3,3,3,1,1,0,1,1,0,0,0,0,7,1,1,1,3,6,1,2,0,1,3,3,999999,1,4,3,4,4,85555.59829800737,1.034508,39366.531,1.0539501,85555.59829806718,1.034508,34448.977,1.0539502
441,0,67,28,3,9,1,7,3,2,0,,,,,,,,,,,,,9,,0,0,0,0,998,2,0,998,5,9,,1,1,1999,1,0,,,,,,,1,2,3,9,3,2,0,2,2,2,1,0,0,1,1,0,0,0,2,0,0,0,3,3,1,1,0,0,1,0,6400,,2,3,4,5,92777.99466217363,1.1218387,42784.086,1.1454474,92777.99466223849,1.1218387,37439.617,1.1454475
92,0,36,24,9,,,,0,0,0,,,,,,,,,,,,,0,11,0,0,0,0,998,3,9,,5,1,99998,1,1,9999,1,0,,,,,,,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,3,2,3,1,0,1,,999999,9,5,2,3,3,103410.607691869,1.2504045,48558.184,1.3000358,103410.6076919413,1.2504045,42492.434,1.300036
442,0,28,28,3,3,2,6,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,5,0,998,5,0,7000,1,1,8341,1,0,,,,,,,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,6,5,1,1,1,1,1,1,18000,,5,1,2,2,132336.2303316851,1.6001629,61026.156,1.6338377,132336.2303317777,1.6001629,53402.941,1.6338378
443,0,66,16,3,2,1,5,3,0,0,,,,,,,,,,,,,1,,-1,-40,0,0,998,5,0,998,3,1,99998,1,1,2391,1,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,6,5,2,3,1,0,2,2,999999,9,5,3,4,5,95250.74330873076,1.1517383,43827.539,1.1733835,95250.74330879735,1.1517383,38352.727,1.1733836
444,1,61,28,2,2,2,7,0,1,0,,,,,,,,,,,,,1,,-1,-100,1,1,100,1,1,100,1,1,99998,1,1,9611,0,0,,,,,,,2,2,2,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1,2,0,0,1,1,999999,1,2,3,4,5,85964.29902237962,1.0394499,39641.984,1.0613247,85964.29902243971,1.0394499,34690.02,1.0613248
93,0,23,24,3,3,9,5,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,3,1,99998,0,,,,,1,9211,1,0,0,11,3,5,5,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,5,0,0,0,4,3,0,3,0,0,0,,999999,2,1,1,1,1,100698.0077821928,1.2176048,47284.438,1.2659341,100698.0077822632,1.2176048,41377.801,1.2659342
445,1,58,28,3,3,1,10,1,2,0,,,,,,,,,,,,,1,,0,0,1,0,40,1,1,50,1,1,99998,1,5,.a,8,8,,,,,,,2,2,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,6,0,0,0,6,4,2,4,2,1,0,3,18000,,6,3,4,4,70884.97641890125,.85711604,32688.234,.87515372,70884.9764189508,.85711604,28604.912,.87515384
94,1,38,24,2,2,1,8,0,0,0,,,,,,,,,,,,,1,,-1,-70,1,1,100,1,1,50,1,0,10000,0,,,,,2,9512,0,0,0,11,2,1,1,3,2,2,2,1,2,1,1,0,1,1,0,1,0,1,5,1,0,2,4,3,0,2,0,0,1,,3000,,1,2,3,3,65769.55631865289,.79526222,30883.197,.82682794,65769.55631869886,.79526222,27025.355,.82682806
95,1,54,24,3,2,1,7,0,0,0,,,,,,,,,,,,,1,,-1,-60,0,0,998,4,0,998,2,0,5000,0,,,,,1,8341,0,0,0,12,2,3,2,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,5,3,1,2,0,0,1,,20000,,2,3,4,4,77298.18720162673,.93466234,36296.66,.97176117,77298.18720168076,.93466234,31762.584,.97176129
96,1,51,24,3,3,1,5,1,1,0,,,,,,,,,,,,,1,,-1,-30,1,1,10,1,9,,3,0,25000,1,1,2322,1,0,,,,,,,2,2,2,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,7,,2,4,1,1,3,99,999999,4,7,3,4,4,60896.08279732566,.73633391,28594.775,.76556063,60896.08279736822,.73633391,25022.799,.76556069
97,0,29,24,2,2,1,9,0,1,1,2,0,,1,,,,,,0,0,,1,,-1,-50,1,0,999,1,0,998,5,1,99998,1,8,.a,8,8,,,,,,,1,2,1,0,0,0,3,0,0,0,1,1,1,1,1,1,1,8,5,2,0,0,4,6,1,2,0,0,0,,3000,,2,1,2,2,108043.7439608442,1.3064268,50733.75,1.3582817,108043.7439609197,1.3064268,44396.234,1.3582819
446,1,54,16,3,3,2,6,0,0,0,,,,,,,,,,,,,1,,-1,999,1,1,100,1,0,998,2,1,99998,1,1,5101,0,0,,,,,,,2,2,1,0,9,1,9,0,0,9,0,0,9,9,0,1,9,0,1,0,0,0,3,6,1,1,1,0,1,0,999999,9,2,3,4,4,80132.96294859095,.96893942,36871.422,.98714918,80132.96294864696,.96893942,32265.551,.9871493
98,0,69,24,9,,,,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,2253,0,0,,,,,,,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,6,5,2,3,2,1,1,,999999,9,6,3,4,5,68791.09731722044,.8317976,32302.012,.86481351,68791.09731726853,.8317976,28266.938,.86481363
99,1,42,24,2,3,1,10,3,3,0,,,,,,,,,,,,,0,11,-1,-50,1,2,50,1,0,998,3,0,10000,1,1,9221,0,0,,,,,,,1,1,1,3,3,3,3,2,3,3,1,1,1,1,0,1,1,1,2,0,0,0,3,6,1,1,0,0,2,,1600,,2,2,3,3,70567.32560867464,.85327512,33136.07,.88714355,70567.32560872397,.85327512,28996.807,.88714361
447,1,18,28,2,2,1,10,0,1,0,,,,,,,,,,,,,1,,1,998,0,0,998,3,1,999,1,1,99998,0,,,,,9,.a,,,,,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,9,,1,4,0,1,2,3,999999,3,2,1,1,1,85555.74696510777,1.0345099,39453.582,1.0562806,85555.74696516758,1.0345099,34525.152,1.0562809
448,0,54,28,4,1,1,7,0,1,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,0,998,2,1,99998,1,1,6121,0,0,,,,,,,2,1,1,3,3,3,2,3,1,3,0,0,0,0,0,0,0,0,8,1,1,0,3,2,2,3,2,0,3,3,7000,,5,3,4,4,102182.2116467695,1.2355511,47120.789,1.2615528,102182.2116468409,1.2355511,41234.594,1.2615529
449,1,68,16,1,2,1,10,3,3,0,,,,,,,,,,,,,1,,-1,999,1,1,100,1,0,998,3,0,2000,0,,,,,1,9511,0,0,1,9,2,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,5,0,1,1,5,1,0,2,0,0,1,2,999999,1,2,3,4,5,80132.96294859095,.96893942,36871.422,.98714918,80132.96294864696,.96893942,32265.551,.9871493
450,0,23,16,2,2,2,3,1,0,0,,,,,,,,,,,,,0,15,-1,-30,0,0,998,4,0,998,2,0,10000,1,1,5101,0,0,,,,,,,2,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,0,5,3,1,4,1,1,3,4,999999,2,5,1,1,1,123359.2824291442,1.4916168,56761.066,1.5196495,123359.2824292304,1.4916168,49670.633,1.5196496
451,0,39,16,2,2,2,7,1,1,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,4,1,99998,1,1,1999,1,0,,,,,,,2,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,6,5,2,3,1,1,1,1,20000,,6,2,3,3,80262.51027383649,.97050589,36931.031,.98874503,80262.51027389259,.97050589,32317.713,.98874515
100,1,45,24,1,1,1,10,3,3,0,,,,,,,,,,,,,0,12,0,0,0,0,998,3,0,998,2,1,99998,1,1,9999,0,0,,,,,,,1,1,1,2,2,2,3,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,6,4,1,3,0,1,2,,999999,,5,3,3,4,85133.33095103543,1.0294021,39975.781,1.0702614,85133.33095109495,1.0294021,34982.121,1.0702615
452,1,23,22,3,9,1,10,3,3,0,,,,,,,,,,,,,9,,-1,999,0,0,998,4,0,998,3,1,99998,0,,,,,1,5999,0,1,1,9,5,2,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,1,0,0,9,,1,1,1,1,1,2,999999,9,2,1,1,1,91800.77809877359,1.1100225,40908.156,1.0952235,91800.77809883776,1.1100225,35798.023,1.0952237
453,1,62,13,2,3,2,9,0,0,0,,,,,,,,,,,,,1,,-1,999,0,0,998,4,0,998,3,1,99998,0,,,,,9,.a,,,,,2,2,2,1,2,1,1,3,0,2,1,0,1,1,0,0,0,0,3,0,1,0,3,4,1,2,0,0,1,1,999999,1,2,3,4,5,84610.67088801423,1.0230823,38671.941,1.035354,84610.67088807338,1.0230823,33841.152,1.0353541
454,0,30,16,1,2,2,5,2,2,0,,,,,,,,,,,,,0,10,0,0,0,0,998,2,0,998,2,1,99998,1,1,1999,1,0,,,,,,,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,4,0,0,0,6,4,3,1,1,1,2,1,999999,9,6,2,2,2,80262.51027383649,.97050589,36931.031,.98874503,80262.51027389259,.97050589,32317.713,.98874515
455,0,56,28,1,3,1,2,3,3,0,,,,,,,,,,,,,1,,-1,999,0,0,998,4,0,998,4,1,99998,1,1,9611,0,0,,,,,,,2,3,1,3,3,2,1,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,3,6,1,2,0,0,2,2,4500,,2,3,4,4,92777.99466217363,1.1218387,42784.086,1.1454474,92777.99466223849,1.1218387,37439.617,1.1454475
456,0,40,28,2,3,1,10,3,2,1,1,0,,0,0,0,0,1,0,0,0,,0,10,-1,-50,1,1,100,1,0,998,4,1,99998,1,1,8212,,,,,,,,,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,6,5,1,2,0,1,1,3,25000,,4,2,3,3,111486.1253016632,1.3480508,51411.238,1.37642,111486.1253017412,1.3480508,44989.094,1.3764201
457,0,70,16,2,4,2,8,0,1,0,,,,,,,,,,,,,1,,-1,999,0,0,998,5,0,998,5,0,99999,1,6,.a,8,8,,,,,,,1,5,2,0,0,0,0,0,1,0,1,1,1,8,1,0,0,0,2,0,0,2,1,,1,2,0,0,1,1,999999,9,1,3,4,5,80604.50398755375,.97464114,37088.391,.99295801,80604.50398761009,.97464114,32455.416,.99295813
101,1,40,15,1,1,1,10,1,0,0,,,,,,,,,,,,,1,,-1,-40,0,0,998,3,1,999,1,1,99998,1,1,9999,1,0,,,,,,,2,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,3,1,3,0,1,2,,999999,9,4,2,3,3,80751.65703547136,.97642046,34273.445,.91759413,80751.65703552782,.97642046,29992.104,.91759425
458,0,72,16,3,4,1,2,0,1,0,,,,,,,,,,,,,0,24,0,0,0,0,998,3,1,999,1,0,2500,1,4,4999,0,0,,,,,,,3,2,2,0,0,0,0,0,9,0,0,0,0,1,0,1,9,9,2,0,0,2,3,3,0,1,0,0,1,0,2500,,1,3,4,5,80604.50398755375,.97464114,37088.391,.99295801,80604.50398761009,.97464114,32455.416,.99295813
102,1,25,15,2,2,1,8,1,1,1,5,0,,1,,,,,,0,0,,0,10,-1,-50,1,1,30,1,1,50,1,1,99998,0,,,,,1,9722,1,0,1,9,1,1,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,4,1,1,0,5,3,1,7,1,1,1,,999999,3,4,1,2,2,88033.53763464344,1.0644704,37364.094,1.0003393,88033.53763470496,1.0644704,32696.678,1.0003394
459,1,20,28,2,3,3,6,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,1,50,1,9,,3,1,99998,0,,,,,1,5313,1,0,0,10,3,3,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,5,1,0,1,4,3,1,2,2,0,2,2,4000,,4,1,1,1,91345.34466332787,1.1045156,42123.426,1.1277597,91345.3446633917,1.1045156,36861.488,1.1277598
460,1,45,28,3,3,2,9,0,0,0,,,,,,,,,,,,,1,,-1,-40,0,0,998,3,0,998,3,0,99999,0,,,,,1,9999,1,0,0,10,2,2,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,5,0,0,1,3,6,2,2,0,0,2,2,999999,2,3,3,3,4,77374.25558443298,.93558216,35680.73,.95527107,77374.25558448707,.93558216,31223.596,.95527118
461,1,62,14,1,1,1,9,3,3,0,,,,,,,,,,,,,1,,-1,999,1,2,999,1,9,,2,0,10000,1,1,9512,0,0,,,,,,,2,3,2,3,3,3,2,2,1,3,1,1,1,1,0,0,0,0,3,0,1,1,3,3,1,2,0,0,2,2,999999,1,2,3,4,5,85515.87551913054,1.0340277,36843.996,.98641491,85515.87551919032,1.0340277,32241.549,.98641503
103,1,33,15,1,1,1,10,1,0,0,,,,,,,,,,,,,0,10,-1,-25,0,0,998,4,0,998,4,0,4500,0,,,,,1,3132,1,0,0,10,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,6,5,1,1,1,0,2,,16000,,4,2,2,2,80751.65703547136,.97642046,34273.445,.91759413,80751.65703552782,.97642046,29992.104,.91759425
462,0,40,16,3,2,2,7,3,1,0,,,,,,,,,,,,,1,,-1,-30,1,3,50,1,0,998,2,0,3000,1,2,9899,0,0,,,,,,,2,4,2,0,0,0,2,0,2,1,1,0,0,0,0,1,1,1,12,4,6,0,3,6,1,4,0,0,4,2,4000,,3,2,3,3,87610.27085733865,1.0593524,40311.941,1.0792613,87610.27085739988,1.0593524,35276.289,1.0792614
463,1,34,28,1,3,3,5,0,0,0,,,,,,,,,,,,,1,,-1,-25,0,0,998,2,0,998,2,0,7000,0,,,,,8,.a,8,8,,,2,2,2,3,3,3,3,3,0,3,1,1,1,1,1,1,1,1,4,0,1,0,5,3,1,1,0,0,0,1,2900,,2,2,2,2,78478.82207134183,.94893819,36190.098,.96890819,78478.82207139669,.94893819,31669.332,.96890831
464,1,45,28,9,,,,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,5,0,998,5,0,5000,1,1,8349,0,0,,,,,,,2,2,2,0,0,0,3,0,0,0,1,1,0,1,0,1,1,0,3,0,0,0,5,2,1,2,1,0,1,1,999999,1,3,3,3,4,77374.25558443298,.93558216,35680.73,.95527107,77374.25558448707,.93558216,31223.596,.95527118
465,0,42,16,3,3,2,99,1,1,0,,,,,,,,,,,,,0,11,-1,999,0,0,998,5,1,999,1,0,4000,1,2,9899,0,0,,,,,,,1,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,4,1,0,2,0,0,1,2,999999,3,1,2,3,3,90718.92993684224,1.0969412,41742.324,1.1175566,90718.92993690565,1.0969412,36527.992,1.1175567
466,1,27,28,2,1,2,7,1,1,0,,,,,,,,,,,,,1,,0,0,1,1,30,1,0,998,2,1,99998,1,1,2121,0,1,,,,,,,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,6,5,1,2,1,1,3,2,999999,5,6,1,2,2,70548.09002216498,.85304254,32532.881,.87099445,70548.09002221428,.85304254,28468.965,.87099457
467,1,45,28,3,3,1,8,3,2,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,2,0,998,2,1,99998,0,,,,,1,8341,1,0,0,10,2,2,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,1,2,1,1,1,2,999999,2,4,3,3,4,91781.54363076408,1.10979,42324.574,1.133145,91781.54363082824,1.10979,37037.512,1.1331452
104,1,25,15,1,3,2,10,1,1,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,2,1,99998,1,1,4213,1,0,,,,,,,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,1,1,3,0,1,1,,999999,9,5,1,2,2,90811.58169974256,1.0980616,38543.18,1.0319067,90811.58169980603,1.0980616,33728.477,1.0319068
105,0,44,15,4,4,4,0,0,0,0,,,,,,,,,,,,,0,10,0,0,1,0,80,1,1,100,1,0,12000,1,99,.a,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,1,4,3,2,5,1,1,0,,36000,,5,2,3,3,110834.672675818,1.3401737,47041.586,1.2594323,110834.6726758955,1.3401737,41165.285,1.2594324
468,1,67,28,2,2,2,10,0,0,0,,,,,,,,,,,,,0,21,0,0,1,3,80,1,0,998,2,0,4000,1,6,.a,8,8,,,,,,,2,2,2,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,3,0,0,1,3,2,0,2,0,0,3,1,999999,2,2,3,4,5,85964.29902237962,1.0394499,39641.984,1.0613247,85964.29902243971,1.0394499,34690.02,1.0613248
106,1,52,15,1,1,1,8,3,3,0,,,,,,,,,,,,,1,,-1,-100,0,0,998,5,0,998,3,1,99998,0,,,,,1,3115,1,1,1,9,2,2,2,3,1,1,9,1,2,1,1,0,0,0,0,1,0,0,7,2,0,0,4,3,1,2,1,1,3,,999999,1,5,3,4,4,91245.23180325546,1.1033051,38727.234,1.0368344,91245.23180331924,1.1033051,33889.539,1.0368345
469,0,24,28,1,2,2,10,1,1,0,,,,,,,,,,,,,0,10,1,100,1,1,100,1,1,50,1,1,99998,1,1,9232,,,,,,,,,3,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,5,3,1,2,0,0,3,3,5000,,3,1,1,1,108150.0687424848,1.3077124,49872.836,1.3352326,108150.0687425604,1.3077124,43642.863,1.3352329
470,1,58,16,2,3,3,10,3,3,0,,,,,,,,,,,,,0,10,-1,-50,1,2,100,1,0,998,3,0,7000,1,1,9611,0,0,,,,,,,1,1,1,3,3,3,0,3,3,3,1,0,9,1,1,1,1,0,3,0,0,0,3,2,2,2,0,0,2,2,11200,,3,3,4,4,72125.61989609231,.87211752,33187.02,.8885076,72125.61989614271,.87211752,29041.393,.88850772
471,0,56,16,2,4,2,99,3,3,0,,,,,,,,,,,,,1,,1,998,0,0,998,3,0,998,3,9,,1,1,5114,0,0,,,,,,,2,2,2,0,1,1,9,2,2,1,1,1,1,1,1,1,1,1,3,0,0,0,1,,0,2,0,0,2,2,7000,,1,3,4,4,80604.50398755375,.97464114,37088.391,.99295801,80604.50398761009,.97464114,32455.416,.99295813
107,1,50,15,2,2,2,7,0,0,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,4,1,40,1,1,99998,0,,,,,1,8999,1,0,0,12,2,2,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,2,3,3,1,2,,999999,5,7,3,4,4,65267.940637117,.78919685,27701.688,.74165016,65267.94063716262,.78919685,24241.271,.74165022
472,0,42,31,3,3,1,5,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,5,0,99999,1,1,5313,1,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,1,2,0,1,0,2,4000,,3,2,3,3,72767.31351535585,.87987661,30619.512,.81976831,72767.31351540673,.87987661,26794.609,.81976843
473,1,29,31,2,2,2,7,0,1,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,5,0,998,4,1,99998,0,,,,,1,9711,1,0,0,12,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,1,2,1,0,1,1,10000,,2,1,2,2,66240.49680510515,.80095667,27873.113,.74623972,66240.49680515146,.80095667,24391.283,.74623984
108,1,30,9,2,2,2,8,1,1,0,,,,,,,,,,,,,1,,1,70,0,0,998,5,0,998,5,1,99998,1,1,4999,1,0,,,,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,,0,0,0,1,0,,999999,9,4,2,2,2,83478.37936761405,1.0093911,37692.594,1.0091342,83478.37936767239,1.0093911,32984.141,1.0091343
474,1,33,31,2,2,1,8,3,1,0,,,,,,,,,,,,,0,10,0,0,1,2,100,1,0,998,2,0,2000,0,,,,,1,9221,9,9,,9,1,2,2,2,3,1,3,3,3,3,1,1,1,1,0,1,0,0,5,0,1,0,4,2,0,1,0,0,2,2,17600,,2,2,2,2,60761.27375528879,.73470384,25567.531,.68451291,60761.27375533127,.73470384,22373.707,.68451303
475,1,25,31,2,3,1,10,3,1,0,,,,,,,,,,,,,0,13,0,0,0,0,998,4,1,40,1,0,5000,0,,,,,1,8342,0,0,0,10,2,3,2,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,4,0,0,0,6,5,2,2,1,1,2,3,12000,,6,1,2,2,54621.00089693959,.66045785,22983.785,.61533898,54621.00089697776,.66045785,20112.717,.6153391
476,1,38,31,2,2,1,9,1,3,0,,,,,,,,,,,,,1,,-1,-70,1,0,80,1,1,50,1,0,4000,0,,,,,1,6211,9,9,,9,2,3,3,2,1,1,2,1,0,2,1,0,1,1,0,1,0,0,6,0,1,0,4,2,1,3,0,0,0,3,4000,,2,2,3,3,60761.27375528879,.73470384,25567.531,.68451291,60761.27375533127,.73470384,22373.707,.68451303
109,0,45,30,1,1,1,8,3,2,0,,,,,,,,,,,,,1,,-1,-50,1,2,60,1,0,998,2,0,20000,1,1,8999,0,0,,,,,,,2,2,2,1,1,0,2,1,2,0,1,1,1,1,0,1,0,0,6,0,1,1,1,,1,2,0,0,3,,20000,,2,3,3,4,90348.78431729502,1.0924655,45935.75,1.2298261,90348.78431735818,1.0924655,40197.586,1.2298262
110,0,47,30,4,4,3,10,3,3,0,,,,,,,,,,,,,1,,-1,-55,0,0,998,2,0,998,2,0,99999,1,8,.a,8,8,,,,,,,1,1,1,2,2,1,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,2,0,0,0,,999999,1,2,3,3,4,90348.78431729502,1.0924655,45935.75,1.2298261,90348.78431735818,1.0924655,40197.586,1.2298262
477,1,54,31,3,1,2,9,3,3,0,,,,,,,,,,,,,1,,-1,-70,1,2,100,1,0,998,2,0,3000,1,9,.a,,,,,,,,,2,2,2,1,3,1,1,3,2,3,1,0,1,1,0,1,0,0,2,0,0,0,4,3,1,1,1,1,2,1,4000,,4,3,4,4,71060.7441732782,.85924137,29901.41,.80054277,71060.74417332787,.85924137,26166.211,.80054289
478,1,50,31,4,4,1,7,1,1,0,,,,,,,,,,,,,1,,-1,0,1,0,100,1,1,100,1,1,99998,0,,,,,1,9221,1,0,1,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,2,4,3,1,3,0,0,0,0,999999,1,2,3,4,4,66556.81326781424,.80478144,28006.215,.74980325,66556.81326786077,.80478144,24507.76,.7498033
111,0,25,30,4,4,2,10,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,1,90,1,0,998,2,1,99998,1,8,.a,8,8,,,,,,,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,5,0,0,2,3,6,2,2,0,1,2,,3500,,4,1,2,2,124928.9258111957,1.5105964,63517.223,1.7005303,124928.9258112831,1.5105964,55582.832,1.7005305
112,1,62,30,9,,,,3,3,0,,,,,,,,,,,,,0,10,-1,-60,0,0,998,2,0,998,2,0,99999,1,1,9611,0,0,,,,,,,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,0,0,0,6,1,1,1,3,5,2,1,0,0,0,,999999,2,2,3,4,5,83713.49197232664,1.012234,42562.188,1.1395066,83713.49197238516,1.012234,37245.441,1.1395067
479,0,56,31,3,3,1,6,2,3,0,,,,,,,,,,,,,0,11,-1,-50,1,1,100,1,0,998,2,0,2000,1,3,9999,0,0,,,,,,,1,2,2,3,3,3,3,2,0,3,1,0,1,1,0,1,1,0,4,1,1,0,4,3,0,1,0,0,1,1,6000,,1,3,4,4,66948.46568803597,.80951715,28171.018,.75421542,66948.46568808277,.80951715,24651.975,.75421554
480,1,38,31,3,3,1,5,0,0,0,,,,,,,,,,,,,1,,-1,-80,1,0,999,1,9,,3,0,3000,0,,,,,4,2651,0,1,0,0,2,2,2,0,0,0,0,0,3,0,1,1,1,1,0,1,0,0,2,0,0,2,4,4,2,2,5,1,0,2,999999,9,5,2,3,3,66920.19327856379,.80917531,28159.121,.75389695,66920.19327861056,.80917531,24641.564,.75389701
481,1,67,31,4,4,2,5,0,1,0,,,,,,,,,,,,,1,,1,300,1,1,66,1,0,998,5,0,99999,1,6,.a,8,8,,,,,,,1,2,1,1,0,2,1,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,6,1,1,0,0,1,0,7500,,2,3,4,5,66556.81326781424,.80478144,28006.215,.74980325,66556.81326786077,.80478144,24507.76,.7498033
